Period,Zone,Resale Price Adj 2024
2006–2010,PAP,423441
2006–2010,PAP,286289
2006–2010,PAP,379499
2006–2010,PAP,639156
2006–2010,PAP,529967
2006–2010,PAP,390152
2006–2010,PAP,569914
2006–2010,PAP,386157
2006–2010,PAP,390152
2006–2010,PAP,403467
2006–2010,PAP,379499
2006–2010,PAP,659130
2006–2010,PAP,372841
2006–2010,PAP,446078
2006–2010,PAP,383494
2006–2010,PAP,701740
2006–2010,PAP,392815
2006–2010,PAP,383494
2006–2010,PAP,406131
2006–2010,PAP,390152
2006–2010,PAP,396810
2006–2010,PAP,423441
2006–2010,PAP,399473
2006–2010,PAP,415452
2006–2010,PAP,400804
2006–2010,PAP,362189
2006–2010,PAP,459394
2006–2010,PAP,565920
2006–2010,PAP,466051
2006–2010,PAP,426104
2006–2010,PAP,400804
2006–2010,PAP,535293
2006–2010,PAP,825577
2006–2010,PAP,732367
2006–2010,PAP,505999
2006–2010,PAP,492683
2006–2010,PAP,415452
2006–2010,PAP,521978
2006–2010,PAP,399473
2006–2010,PAP,436757
2006–2010,PAP,406131
2006–2010,PAP,383494
2006–2010,PAP,402136
2006–2010,PAP,525972
2006–2010,PAP,342215
2006–2010,PAP,370178
2006–2010,PAP,375504
2006–2010,PAP,366183
2006–2010,PAP,359525
2006–2010,PAP,326236
2006–2010,PAP,332894
2006–2010,PAP,396810
2006–2010,PAP,375504
2006–2010,PAP,292947
2006–2010,PAP,390152
2006–2010,PAP,410125
2006–2010,PAP,374173
2006–2010,PAP,328899
2006–2010,PAP,343547
2006–2010,PAP,390152
2006–2010,PAP,372841
2006–2010,PAP,386157
2006–2010,PAP,370178
2006–2010,PAP,383494
2006–2010,PAP,346210
2006–2010,PAP,386157
2006–2010,PAP,476704
2006–2010,PAP,343547
2006–2010,PAP,272973
2006–2010,PAP,399473
2006–2010,PAP,346210
2006–2010,PAP,452736
2006–2010,PAP,392815
2006–2010,PAP,587225
2006–2010,PAP,576572
2006–2010,PAP,523309
2006–2010,PAP,524641
2006–2010,PAP,386157
2006–2010,PAP,394146
2006–2010,PAP,370178
2006–2010,PAP,521978
2006–2010,PAP,772314
2006–2010,PAP,503336
2006–2010,PAP,591257
2006–2010,PAP,605867
2006–2010,PAP,675109
2006–2010,PAP,672446
2006–2010,PAP,684430
2006–2010,PAP,656467
2006–2010,PAP,430099
2006–2010,PAP,764324
2006–2010,PAP,505999
2006–2010,PAP,348873
2006–2010,PAP,330231
2006–2010,PAP,439420
2006–2010,PAP,432762
2006–2010,PAP,583230
2006–2010,PAP,452736
2006–2010,PAP,628504
2006–2010,PAP,563257
2006–2010,PAP,525972
2006–2010,PAP,436757
2006–2010,PAP,500672
2006–2010,PAP,436757
2006–2010,PAP,279631
2006–2010,PAP,507330
2006–2010,PAP,668451
2006–2010,PAP,427436
2006–2010,PAP,472709
2006–2010,PAP,380831
2006–2010,PAP,572578
2006–2010,PAP,366183
2006–2010,PAP,560593
2006–2010,PAP,490020
2006–2010,PAP,782966
2006–2010,PAP,539288
2006–2010,PAP,364852
2006–2010,PAP,348873
2006–2010,PAP,446078
2006–2010,PAP,472709
2006–2010,PAP,372841
2006–2010,PAP,772314
2006–2010,PAP,619183
2006–2010,PAP,609862
2006–2010,PAP,560593
2006–2010,PAP,605867
2006–2010,PAP,609713
2006–2010,PAP,615188
2006–2010,PAP,415452
2006–2010,PAP,395478
2006–2010,PAP,399473
2006–2010,PAP,452736
2006–2010,PAP,446078
2006–2010,PAP,403467
2006–2010,PAP,352868
2006–2010,PAP,743019
2006–2010,PAP,749677
2006–2010,PAP,625841
2006–2010,PAP,789624
2006–2010,PAP,756335
2006–2010,PAP,796282
2006–2010,PAP,482430
2006–2010,PAP,690422
2006–2010,PAP,419446
2006–2010,PAP,681767
2006–2010,PAP,446078
2006–2010,PAP,452736
2006–2010,PAP,439420
2006–2010,PAP,474041
2006–2010,PAP,456730
2006–2010,PAP,620514
2006–2010,PAP,537624
2006–2010,PAP,798945
2006–2010,PAP,532630
2006–2010,PAP,595214
2006–2010,PAP,758998
2006–2010,PAP,619183
2006–2010,PAP,519315
2006–2010,PAP,717187
2006–2010,PAP,603204
2006–2010,PAP,496529
2006–2010,PAP,362189
2006–2010,PAP,619183
2006–2010,PAP,490020
2006–2010,PAP,403467
2006–2010,PAP,488422
2006–2010,PAP,432762
2006–2010,PAP,532630
2006–2010,PAP,423441
2006–2010,PAP,561925
2006–2010,PAP,427436
2006–2010,PAP,382162
2006–2010,PAP,474041
2006–2010,PAP,490020
2006–2010,PAP,419446
2006–2010,PAP,452736
2006–2010,PAP,505999
2006–2010,PAP,639156
2006–2010,PAP,450073
2006–2010,PAP,502004
2006–2010,PAP,354199
2006–2010,PAP,529967
2006–2010,PAP,519315
2006–2010,PAP,410125
2006–2010,PAP,685761
2006–2010,PAP,513988
2006–2010,PAP,346210
2006–2010,PAP,471378
2006–2010,PAP,479367
2006–2010,PAP,422109
2006–2010,PAP,410125
2006–2010,PAP,569914
2006–2010,PAP,499341
2006–2010,PAP,452736
2006–2010,PAP,479367
2006–2010,PAP,579235
2006–2010,PAP,486025
2006–2010,PAP,472709
2006–2010,PAP,585893
2006–2010,PAP,486025
2006–2010,PAP,412788
2006–2010,PAP,450073
2006–2010,PAP,390152
2006–2010,PAP,375504
2006–2010,PAP,380831
2006–2010,PAP,452736
2006–2010,PAP,599209
2006–2010,PAP,392815
2006–2010,PAP,388820
2006–2010,PAP,572578
2006–2010,PAP,362189
2006–2010,PAP,639156
2006–2010,PAP,898814
2006–2010,PAP,801609
2006–2010,PAP,386157
2006–2010,PAP,426104
2006–2010,PAP,419446
2006–2010,PAP,466318
2006–2010,PAP,406131
2006–2010,PAP,639156
2006–2010,PAP,472709
2006–2010,PAP,676440
2006–2010,PAP,703072
2006–2010,PAP,665788
2006–2010,PAP,596546
2006–2010,PAP,532630
2006–2010,PAP,492683
2006–2010,PAP,499341
2006–2010,PAP,539288
2006–2010,PAP,641819
2006–2010,PAP,589888
2006–2010,PAP,537957
2006–2010,PAP,552604
2006–2010,PAP,667119
2006–2010,PAP,649809
2006–2010,PAP,561925
2006–2010,PAP,516651
2006–2010,PAP,636493
2006–2010,PAP,623177
2006–2010,PAP,603204
2006–2010,PAP,595214
2006–2010,PAP,647146
2006–2010,PAP,632498
2006–2010,PAP,595214
2006–2010,PAP,621846
2006–2010,PAP,572578
2006–2010,PAP,639156
2006–2010,PAP,593883
2006–2010,PAP,584562
2006–2010,PAP,619183
2006–2010,PAP,625841
2006–2010,PAP,625841
2006–2010,PAP,632498
2006–2010,PAP,679104
2006–2010,PAP,565920
2006–2010,PAP,721714
2006–2010,PAP,608530
2006–2010,PAP,599209
2006–2010,PAP,605867
2006–2010,PAP,625841
2006–2010,PAP,765656
2006–2010,PAP,625841
2006–2010,PAP,639156
2006–2010,PAP,632498
2006–2010,PAP,549941
2006–2010,PAP,692419
2006–2010,PAP,652472
2006–2010,PAP,629835
2006–2010,PAP,577638
2006–2010,PAP,616520
2006–2010,PAP,665788
2006–2010,PAP,599209
2006–2010,PAP,639156
2006–2010,PAP,645814
2006–2010,PAP,565920
2006–2010,PAP,559262
2006–2010,PAP,596546
2006–2010,PAP,665788
2006–2010,PAP,629835
2006–2010,PAP,556599
2006–2010,PAP,665788
2006–2010,PAP,545946
2006–2010,PAP,494015
2006–2010,PAP,521978
2006–2010,PAP,705735
2006–2010,PAP,665788
2006–2010,PAP,643151
2006–2010,PAP,615039
2006–2010,PAP,672446
2006–2010,PAP,649809
2006–2010,PAP,572578
2006–2010,PAP,592551
2006–2010,PAP,584562
2006–2010,PAP,470046
2006–2010,PAP,647146
2006–2010,PAP,540620
2006–2010,PAP,603055
2006–2010,PAP,508662
2006–2010,PAP,603204
2006–2010,PAP,612525
2006–2010,PAP,798945
2006–2010,PAP,556599
2006–2010,PAP,616520
2006–2010,PAP,616520
2006–2010,PAP,519315
2006–2010,PAP,525972
2006–2010,PAP,519315
2006–2010,PAP,548609
2006–2010,PAP,639156
2006–2010,PAP,641819
2006–2010,PAP,591663
2006–2010,PAP,632498
2006–2010,PAP,599209
2006–2010,PAP,613856
2006–2010,PAP,655135
2006–2010,PAP,645814
2006–2010,PAP,556599
2006–2010,PAP,639156
2006–2010,PAP,632498
2006–2010,PAP,632498
2006–2010,PAP,619183
2006–2010,PAP,519315
2006–2010,PAP,623177
2006–2010,PAP,540620
2006–2010,PAP,492683
2006–2010,PAP,472709
2006–2010,PAP,567251
2006–2010,PAP,499341
2006–2010,PAP,625841
2006–2010,PAP,641819
2006–2010,PAP,545946
2006–2010,PAP,605867
2006–2010,PAP,596546
2006–2010,PAP,496678
2006–2010,PAP,581899
2006–2010,PAP,479367
2006–2010,PAP,603204
2006–2010,PAP,521978
2006–2010,PAP,672446
2006–2010,PAP,599209
2006–2010,PAP,639156
2006–2010,PAP,620514
2006–2010,PAP,486025
2006–2010,PAP,430099
2006–2010,PAP,585893
2006–2010,PAP,559262
2006–2010,PAP,705735
2006–2010,PAP,605867
2006–2010,PAP,535293
2006–2010,PAP,484694
2006–2010,PAP,636493
2006–2010,PAP,559262
2006–2010,PAP,632498
2006–2010,PAP,564588
2006–2010,PAP,592551
2006–2010,PAP,527304
2006–2010,PAP,579235
2006–2010,PAP,507181
2006–2010,PAP,520646
2006–2010,PAP,490020
2006–2010,PAP,479367
2006–2010,PAP,498009
2006–2010,PAP,689090
2006–2010,PAP,516651
2006–2010,PAP,559262
2006–2010,PAP,545946
2006–2010,PAP,532630
2006–2010,PAP,703072
2006–2010,PAP,565920
2006–2010,PAP,512657
2006–2010,PAP,504401
2006–2010,PAP,543949
2006–2010,PAP,772314
2006–2010,PAP,519315
2006–2010,PAP,616520
2006–2010,PAP,572578
2006–2010,PAP,616520
2006–2010,PAP,512657
2006–2010,PAP,605867
2006–2010,PAP,603204
2006–2010,PAP,605867
2006–2010,PAP,660462
2006–2010,PAP,590953
2006–2010,PAP,661793
2006–2010,PAP,508662
2006–2010,PAP,676440
2006–2010,PAP,583230
2006–2010,PAP,679104
2006–2010,PAP,532747
2006–2010,PAP,656467
2006–2010,PAP,652472
2006–2010,PAP,639156
2006–2010,PAP,608530
2006–2010,PAP,679104
2006–2010,PAP,529967
2006–2010,PAP,709730
2006–2010,PAP,579235
2006–2010,PAP,679104
2006–2010,PAP,585893
2006–2010,PAP,552604
2006–2010,PAP,717053
2006–2010,PAP,482696
2006–2010,PAP,505999
2006–2010,PAP,535293
2006–2010,PAP,474041
2006–2010,PAP,765656
2006–2010,PAP,605867
2006–2010,PAP,529967
2006–2010,PAP,572578
2006–2010,PAP,517983
2006–2010,PAP,474041
2006–2010,PAP,612525
2006–2010,PAP,508662
2006–2010,PAP,732367
2006–2010,PAP,545946
2006–2010,PAP,745682
2006–2010,PAP,563257
2006–2010,PAP,612525
2006–2010,PAP,623177
2006–2010,PAP,549941
2006–2010,PAP,505999
2006–2010,PAP,639156
2006–2010,PAP,641819
2006–2010,PAP,556599
2006–2010,PAP,649809
2006–2010,PAP,545946
2006–2010,PAP,545946
2006–2010,PAP,663125
2006–2010,PAP,572578
2006–2010,PAP,665788
2006–2010,PAP,656467
2006–2010,PAP,668451
2006–2010,PAP,672446
2006–2010,PAP,700409
2006–2010,PAP,528636
2006–2010,PAP,672446
2006–2010,PAP,552604
2006–2010,PAP,557930
2006–2010,PAP,386157
2006–2010,PAP,379499
2006–2010,PAP,525307
2006–2010,PAP,752340
2006–2010,PAP,645814
2006–2010,PAP,466051
2006–2010,PAP,565920
2006–2010,PAP,545946
2006–2010,PAP,559262
2006–2010,PAP,563257
2006–2010,PAP,512657
2006–2010,PAP,426104
2006–2010,PAP,326236
2006–2010,PAP,511325
2006–2010,PAP,356862
2006–2010,PAP,456730
2006–2010,PAP,545946
2006–2010,PAP,364852
2006–2010,PAP,419446
2006–2010,PAP,463388
2006–2010,PAP,335557
2006–2010,PAP,342614
2006–2010,PAP,772314
2006–2010,PAP,541951
2006–2010,PAP,472709
2006–2010,PAP,579235
2006–2010,PAP,545946
2006–2010,PAP,392815
2006–2010,PAP,617851
2006–2010,PAP,560593
2006–2010,PAP,692419
2006–2010,PAP,629835
2006–2010,PAP,645814
2006–2010,PAP,545946
2006–2010,PAP,627172
2006–2010,PAP,512657
2006–2010,PAP,798945
2006–2010,PAP,515320
2006–2010,PAP,838893
2006–2010,PAP,601872
2006–2010,PAP,689756
2006–2010,PAP,499341
2006–2010,PAP,619183
2006–2010,PAP,628504
2006–2010,PAP,529967
2006–2010,PAP,556599
2006–2010,PAP,495346
2006–2010,PAP,536625
2006–2010,PAP,359525
2006–2010,PAP,318247
2006–2010,PAP,403467
2006–2010,PAP,519315
2006–2010,PAP,379499
2006–2010,PAP,382162
2006–2010,PAP,383494
2006–2010,PAP,408794
2006–2010,PAP,426104
2006–2010,PAP,749528
2006–2010,PAP,612525
2006–2010,PAP,386157
2006–2010,PAP,707067
2006–2010,PAP,448741
2006–2010,PAP,390152
2006–2010,PAP,372841
2006–2010,PAP,412788
2006–2010,PAP,379499
2006–2010,PAP,388820
2006–2010,PAP,326236
2006–2010,PAP,446078
2006–2010,PAP,466051
2006–2010,PAP,450073
2006–2010,PAP,772314
2006–2010,PAP,366183
2006–2010,PAP,479367
2006–2010,PAP,376170
2006–2010,PAP,519315
2006–2010,PAP,376836
2006–2010,PAP,364852
2006–2010,PAP,468715
2006–2010,PAP,484694
2006–2010,PAP,366183
2006–2010,PAP,643151
2006–2010,PAP,596546
2006–2010,PAP,557930
2006–2010,PAP,532630
2006–2010,PAP,404799
2006–2010,PAP,581899
2006–2010,PAP,757667
2006–2010,PAP,419446
2006–2010,PAP,399473
2006–2010,PAP,370178
2006–2010,PAP,388820
2006–2010,PAP,496678
2006–2010,PAP,366183
2006–2010,PAP,426104
2006–2010,PAP,499341
2006–2010,PAP,406131
2006–2010,PAP,382295
2006–2010,PAP,335557
2006–2010,PAP,386157
2006–2010,PAP,366966
2006–2010,PAP,399473
2006–2010,PAP,364852
2006–2010,PAP,403467
2006–2010,PAP,348873
2006–2010,PAP,487357
2006–2010,PAP,455399
2006–2010,PAP,608530
2006–2010,PAP,579235
2006–2010,PAP,390817
2006–2010,PAP,447409
2006–2010,PAP,348873
2006–2010,PAP,386157
2006–2010,PAP,532630
2006–2010,PAP,498009
2006–2010,PAP,360857
2006–2010,PAP,525972
2006–2010,PAP,446078
2006–2010,PAP,472709
2006–2010,PAP,286289
2006–2010,PAP,379499
2006–2010,PAP,436757
2006–2010,PAP,435425
2006–2010,PAP,332894
2006–2010,PAP,502004
2006–2010,PAP,705735
2006–2010,PAP,392815
2006–2010,PAP,450073
2006–2010,PAP,496678
2006–2010,PAP,486025
2006–2010,PAP,398141
2006–2010,PAP,466051
2006–2010,PAP,366183
2006–2010,PAP,400804
2006–2010,PAP,486025
2006–2010,PAP,466051
2006–2010,PAP,446078
2006–2010,PAP,359525
2006–2010,PAP,663125
2006–2010,PAP,620514
2006–2010,PAP,792288
2006–2010,PAP,679104
2006–2010,PAP,645814
2006–2010,PAP,560593
2006–2010,PAP,525972
2006–2010,PAP,605867
2006–2010,PAP,382162
2006–2010,PAP,399473
2006–2010,PAP,552604
2006–2010,PAP,426104
2006–2010,PAP,414120
2006–2010,PAP,399473
2006–2010,PAP,389486
2006–2010,PAP,705735
2006–2010,PAP,412788
2006–2010,PAP,592551
2006–2010,PAP,511325
2006–2010,PAP,525972
2006–2010,PAP,752340
2006–2010,PAP,745682
2006–2010,PAP,490020
2006–2010,PAP,502004
2006–2010,PAP,442083
2006–2010,PAP,468715
2006–2010,PAP,396810
2006–2010,PAP,523309
2006–2010,PAP,487357
2006–2010,PAP,532629
2006–2010,PAP,575241
2006–2010,PAP,399473
2006–2010,PAP,536625
2006–2010,PAP,545946
2006–2010,PAP,672446
2006–2010,PAP,486025
2006–2010,PAP,515320
2006–2010,PAP,601872
2006–2010,PAP,532630
2006–2010,PAP,552604
2006–2010,PAP,545946
2006–2010,PAP,471378
2006–2010,PAP,319578
2006–2010,PAP,486025
2006–2010,PAP,744215
2006–2010,PAP,612525
2006–2010,PAP,797465
2006–2010,PAP,495346
2006–2010,PAP,749677
2006–2010,PAP,519315
2006–2010,PAP,385491
2006–2010,PAP,399473
2006–2010,PAP,487357
2006–2010,PAP,359525
2006–2010,PAP,386157
2006–2010,PAP,366183
2006–2010,PAP,599209
2006–2010,PAP,479367
2006–2010,PAP,516651
2006–2010,PAP,605867
2006–2010,PAP,346210
2006–2010,PAP,363520
2006–2010,PAP,535293
2006–2010,PAP,519315
2006–2010,PAP,495346
2006–2010,PAP,605867
2006–2010,PAP,643151
2006–2010,PAP,758998
2006–2010,PAP,379499
2006–2010,PAP,372841
2006–2010,PAP,402136
2006–2010,PAP,410125
2006–2010,PAP,396810
2006–2010,PAP,396810
2006–2010,PAP,436757
2006–2010,PAP,396810
2006–2010,PAP,474041
2006–2010,PAP,376570
2006–2010,PAP,468715
2006–2010,PAP,381896
2006–2010,PAP,625841
2006–2010,PAP,865524
2006–2010,PAP,729703
2006–2010,PAP,865524
2006–2010,PAP,712393
2006–2010,PAP,705735
2006–2010,PAP,589888
2006–2010,PAP,609862
2006–2010,PAP,532630
2006–2010,PAP,515320
2006–2010,PAP,486025
2006–2010,PAP,502004
2006–2010,PAP,615188
2006–2010,PAP,557930
2006–2010,PAP,635162
2006–2010,PAP,599875
2006–2010,PAP,565920
2006–2010,PAP,539288
2006–2010,PAP,516651
2006–2010,PAP,516651
2006–2010,PAP,572578
2006–2010,PAP,579235
2006–2010,PAP,532630
2006–2010,PAP,559262
2006–2010,PAP,492683
2006–2010,PAP,601723
2006–2010,PAP,605867
2006–2010,PAP,643151
2006–2010,PAP,625841
2006–2010,PAP,596546
2006–2010,PAP,607864
2006–2010,PAP,599209
2006–2010,PAP,532630
2006–2010,PAP,639156
2006–2010,PAP,556599
2006–2010,PAP,572578
2006–2010,PAP,732367
2006–2010,PAP,669783
2006–2010,PAP,560593
2006–2010,PAP,559262
2006–2010,PAP,549275
2006–2010,PAP,595214
2006–2010,PAP,585893
2006–2010,PAP,505999
2006–2010,PAP,572578
2006–2010,PAP,645814
2006–2010,PAP,659130
2006–2010,PAP,565920
2006–2010,PAP,778972
2006–2010,PAP,705735
2006–2010,PAP,523309
2006–2010,PAP,625841
2006–2010,PAP,556599
2006–2010,PAP,605867
2006–2010,PAP,732367
2006–2010,PAP,557930
2006–2010,PAP,798945
2006–2010,PAP,733698
2006–2010,PAP,585893
2006–2010,PAP,756335
2006–2010,PAP,563257
2006–2010,PAP,512657
2006–2010,PAP,572578
2006–2010,PAP,639156
2006–2010,PAP,616520
2006–2010,PAP,651140
2006–2010,PAP,625841
2006–2010,PAP,672446
2006–2010,PAP,659130
2006–2010,PAP,689756
2006–2010,PAP,625841
2006–2010,PAP,619183
2006–2010,PAP,486025
2006–2010,PAP,529967
2006–2010,PAP,499341
2006–2010,PAP,629835
2006–2010,PAP,605867
2006–2010,PAP,692419
2006–2010,PAP,616520
2006–2010,PAP,555267
2006–2010,PAP,569914
2006–2010,PAP,601723
2006–2010,PAP,569914
2006–2010,PAP,643151
2006–2010,PAP,587225
2006–2010,PAP,519315
2006–2010,PAP,505999
2006–2010,PAP,516651
2006–2010,PAP,551272
2006–2010,PAP,612525
2006–2010,PAP,665788
2006–2010,PAP,596546
2006–2010,PAP,591070
2006–2010,PAP,599209
2006–2010,PAP,659130
2006–2010,PAP,572578
2006–2010,PAP,605867
2006–2010,PAP,730886
2006–2010,PAP,612525
2006–2010,PAP,596546
2006–2010,PAP,681767
2006–2010,PAP,665788
2006–2010,PAP,532630
2006–2010,PAP,488688
2006–2010,PAP,601872
2006–2010,PAP,466051
2006–2010,PAP,645814
2006–2010,PAP,559262
2006–2010,PAP,561925
2006–2010,PAP,745682
2006–2010,PAP,619183
2006–2010,PAP,645814
2006–2010,PAP,725709
2006–2010,PAP,525972
2006–2010,PAP,505999
2006–2010,PAP,572578
2006–2010,PAP,639156
2006–2010,PAP,636493
2006–2010,PAP,520646
2006–2010,PAP,641819
2006–2010,PAP,514798
2006–2010,PAP,665788
2006–2010,PAP,672446
2006–2010,PAP,579235
2006–2010,PAP,495346
2006–2010,PAP,498009
2006–2010,PAP,708398
2006–2010,PAP,564588
2006–2010,PAP,716388
2006–2010,PAP,645814
2006–2010,PAP,579235
2006–2010,PAP,647146
2006–2010,PAP,567251
2006–2010,PAP,625841
2006–2010,PAP,502004
2006–2010,PAP,665788
2006–2010,PAP,699077
2006–2010,PAP,422109
2006–2010,PAP,363520
2006–2010,PAP,545946
2006–2010,PAP,479367
2006–2010,PAP,560593
2006–2010,PAP,552604
2006–2010,PAP,592551
2006–2010,PAP,641819
2006–2010,PAP,583230
2006–2010,PAP,486025
2006–2010,PAP,451404
2006–2010,PAP,428767
2006–2010,PAP,452736
2006–2010,PAP,419446
2006–2010,PAP,599209
2006–2010,PAP,418115
2006–2010,PAP,455399
2006–2010,PAP,519315
2006–2010,PAP,505999
2006–2010,PAP,392815
2006–2010,PAP,403467
2006–2010,PAP,552604
2006–2010,PAP,395478
2006–2010,PAP,758998
2006–2010,PAP,419446
2006–2010,PAP,391483
2006–2010,PAP,553270
2006–2010,PAP,395478
2006–2010,PAP,448741
2006–2010,PAP,348873
2006–2010,PAP,448741
2006–2010,PAP,524641
2006–2010,PAP,431431
2006–2010,PAP,443415
2006–2010,PAP,366183
2006–2010,PAP,462057
2006–2010,PAP,663125
2006–2010,PAP,637825
2006–2010,PAP,605867
2006–2010,PAP,609862
2006–2010,PAP,455399
2006–2010,PAP,690688
2006–2010,PAP,408794
2006–2010,PAP,679104
2006–2010,PAP,286289
2006–2010,PAP,778972
2006–2010,PAP,505999
2006–2010,PAP,509993
2006–2010,PAP,605867
2006–2010,PAP,619183
2006–2010,PAP,652472
2006–2010,PAP,671114
2006–2010,PAP,389752
2006–2010,PAP,400138
2006–2010,PAP,383494
2006–2010,PAP,390152
2006–2010,PAP,479367
2006–2010,PAP,725709
2006–2010,PAP,432762
2006–2010,PAP,458062
2006–2010,PAP,679104
2006–2010,PAP,519315
2006–2010,PAP,375504
2006–2010,PAP,372841
2006–2010,PAP,403467
2006–2010,PAP,366183
2006–2010,PAP,474041
2006–2010,PAP,446078
2006–2010,PAP,499341
2006–2010,PAP,519315
2006–2010,PAP,818919
2006–2010,PAP,523309
2006–2010,PAP,476704
2006–2010,PAP,532630
2006–2010,PAP,523309
2006–2010,PAP,415452
2006–2010,PAP,410125
2006–2010,PAP,394146
2006–2010,PAP,406131
2006–2010,PAP,495346
2006–2010,PAP,363520
2006–2010,PAP,348873
2006–2010,PAP,398141
2006–2010,PAP,363520
2006–2010,PAP,392815
2006–2010,PAP,486025
2006–2010,PAP,422109
2006–2010,PAP,482030
2006–2010,PAP,410125
